pokedex_number,generation,name,type1,type2,classification,abilities,percentage_male,capture_rate,base_egg_steps,base_happiness,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
543,5,Venipede,bug,poison,Centipede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",50.0,255,3840,70,0.4,5.3,260,30,45,59,30,39,57,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
544,5,Whirlipede,bug,poison,Curlipede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",50.0,120,3840,70,1.2,58.5,360,40,55,99,40,79,47,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
545,5,Scolipede,bug,poison,Megapede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",50.0,45,5120,70,2.5,200.5,485,60,100,89,55,69,112,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
546,5,Cottonee,grass,fairy,Cotton Puff Pokémon,"['Prankster', 'Infiltrator', 'Chlorophyll']",50.0,190,5120,70,0.3,0.6,280,40,27,60,37,50,66,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
547,5,Whimsicott,grass,fairy,Windveiled Pokémon,"['Prankster', 'Infiltrator', 'Chlorophyll']",50.0,75,5120,70,0.7,6.6,480,60,67,85,77,75,116,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
548,5,Petilil,grass,,Bulb Pokémon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",0.0,190,5120,70,0.5,6.6,280,45,35,50,70,50,30,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
549,5,Lilligant,grass,,Flowering Pokémon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",0.0,75,5120,70,1.1,16.3,480,70,60,75,110,75,90,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
550,5,Basculin,water,,Hostile Pokémon,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",50.0,25,10240,70,1.0,18.0,460,70,92,65,80,55,98,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
551,5,Sandile,ground,dark,Desert Croc Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",50.0,180,5120,70,0.7,15.2,292,50,72,35,35,35,65,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
552,5,Krokorok,ground,dark,Desert Croc Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",50.0,90,5120,70,1.0,33.4,351,60,82,45,45,45,74,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
553,5,Krookodile,ground,dark,Intimidation Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",50.0,45,5120,70,1.5,96.3,519,95,117,80,65,70,92,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
554,5,Darumaka,fire,,Zen Charm Pokémon,"['Hustle', 'Inner Focus']",50.0,120,5120,70,0.6,37.5,315,70,90,45,15,45,50,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
555,5,Darmanitan,fire,fire,Blazing Pokémon,"['Sheer Force', 'Zen Mode']",50.0,60,5120,70,1.3,92.9,540,105,30,105,140,105,55,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
556,5,Maractus,grass,,Cactus Pokémon,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",50.0,255,5120,70,1.0,28.0,461,75,86,67,106,67,60,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
557,5,Dwebble,bug,rock,Rock Inn Pokémon,"['Sturdy', 'Shell Armor', 'Weak Armor']",50.0,190,5120,70,0.3,14.5,325,50,65,85,35,35,55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
558,5,Crustle,bug,rock,Stone Home Pokémon,"['Sturdy', 'Shell Armor', 'Weak Armor']",50.0,75,5120,70,1.4,200.0,485,70,105,125,65,75,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
559,5,Scraggy,dark,fighting,Shedding Pokémon,"['Shed Skin', 'Moxie', 'Intimidate']",50.0,180,3840,35,0.6,11.8,348,50,75,70,35,70,48,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
560,5,Scrafty,dark,fighting,Hoodlum Pokémon,"['Shed Skin', 'Moxie', 'Intimidate']",50.0,90,3840,70,1.1,30.0,488,65,90,115,45,115,58,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
561,5,Sigilyph,psychic,flying,Avianoid Pokémon,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",50.0,45,5120,70,1.4,14.0,490,72,58,80,103,80,97,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
562,5,Yamask,ghost,,Spirit Pokémon,['Mummy'],50.0,190,6400,70,0.5,1.5,303,38,30,85,55,65,30,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
563,5,Cofagrigus,ghost,,Coffin Pokémon,['Mummy'],50.0,90,6400,70,1.7,76.5,483,58,50,145,95,105,30,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
564,5,Tirtouga,water,rock,Prototurtle Pokémon,"['Solid Rock', 'Sturdy', 'Swift Swim']",88.1,45,7680,70,0.7,16.5,355,54,78,103,53,45,22,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
565,5,Carracosta,water,rock,Prototurtle Pokémon,"['Solid Rock', 'Sturdy', 'Swift Swim']",88.1,45,7680,70,1.2,81.0,495,74,108,133,83,65,32,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
566,5,Archen,rock,flying,First Bird Pokémon,['Defeatist'],88.1,45,7680,70,0.5,9.5,401,55,112,45,74,45,70,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
567,5,Archeops,rock,flying,First Bird Pokémon,['Defeatist'],88.1,45,7680,70,1.4,32.0,567,75,140,65,112,65,110,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
568,5,Trubbish,poison,,Trash Bag Pokémon,"['Stench', 'Sticky Hold', 'Aftermath']",50.0,190,5120,70,0.6,31.0,329,50,50,62,40,62,65,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
569,5,Garbodor,poison,,Trash Heap Pokémon,"['Stench', 'Weak Armor', 'Aftermath']",50.0,60,5120,70,1.9,107.3,474,80,95,82,60,82,75,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
570,5,Zorua,dark,,Tricky Fox Pokémon,['Illusion'],88.1,75,6400,70,0.7,12.5,330,40,65,40,80,40,65,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
571,5,Zoroark,dark,,Illusion Fox Pokémon,['Illusion'],88.1,45,5120,70,1.6,81.1,510,60,105,60,120,60,105,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
572,5,Minccino,normal,,Chinchilla Pokémon,"['Cute Charm', 'Technician', 'Skill Link']",24.6,255,3840,70,0.4,5.8,300,55,50,40,40,40,75,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
573,5,Cinccino,normal,,Scarf Pokémon,"['Cute Charm', 'Technician', 'Skill Link']",24.6,60,3840,70,0.5,7.5,470,75,95,60,65,60,115,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
574,5,Gothita,psychic,,Fixation Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",24.6,200,5120,70,0.4,5.8,290,45,30,50,55,65,45,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
575,5,Gothorita,psychic,,Manipulate Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",24.6,100,5120,70,0.7,18.0,390,60,45,70,75,85,55,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
576,5,Gothitelle,psychic,,Astral Body Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",24.6,50,5120,70,1.5,44.0,490,70,55,95,95,110,65,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
577,5,Solosis,psychic,,Cell Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",50.0,200,5120,70,0.3,1.0,290,45,30,40,105,50,20,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
578,5,Duosion,psychic,,Mitosis Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",50.0,100,5120,70,0.6,8.0,370,65,40,50,125,60,30,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
579,5,Reuniclus,psychic,,Multiplying Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",50.0,50,5120,70,1.0,20.1,490,110,65,75,125,85,30,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
580,5,Ducklett,water,flying,Water Bird Pokémon,"['Keen Eye', 'Big Pecks', 'Hydration']",50.0,190,5120,70,0.5,5.5,305,62,44,50,44,50,55,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
581,5,Swanna,water,flying,White Bird Pokémon,"['Keen Eye', 'Big Pecks', 'Hydration']",50.0,45,5120,70,1.3,24.2,473,75,87,63,87,63,98,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
582,5,Vanillite,ice,,Fresh Snow Pokémon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",50.0,255,5120,70,0.4,5.7,305,36,50,50,65,60,44,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
583,5,Vanillish,ice,,Icy Snow Pokémon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",50.0,120,5120,70,1.1,41.0,395,51,65,65,80,75,59,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
584,5,Vanilluxe,ice,,Snowstorm Pokémon,"['Ice Body', 'Snow Warning', 'Weak Armor']",50.0,45,5120,70,1.3,57.5,535,71,95,85,110,95,79,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
585,5,Deerling,normal,grass,Season Pokémon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",50.0,190,5120,70,0.6,19.5,335,60,60,50,40,50,75,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
586,5,Sawsbuck,normal,grass,Season Pokémon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",50.0,75,5120,70,1.9,92.5,475,80,100,70,60,70,95,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
587,5,Emolga,electric,flying,Sky Squirrel Pokémon,"['Static', 'Motor Drive']",50.0,200,5120,70,0.4,5.0,428,55,75,60,75,60,103,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
588,5,Karrablast,bug,,Clamping Pokémon,"['Swarm', 'Shed Skin', 'No Guard']",50.0,200,3840,70,0.5,5.9,315,50,75,45,40,45,60,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
589,5,Escavalier,bug,steel,Cavalry Pokémon,"['Swarm', 'Shell Armor', 'Overcoat']",50.0,75,3840,70,1.0,33.0,495,70,135,105,60,105,20,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
590,5,Foongus,grass,poison,Mushroom Pokémon,"['Effect Spore', 'Regenerator']",50.0,190,5120,70,0.2,1.0,294,69,55,45,55,55,15,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
591,5,Amoonguss,grass,poison,Mushroom Pokémon,"['Effect Spore', 'Regenerator']",50.0,75,5120,70,0.6,10.5,464,114,85,70,85,80,30,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
592,5,Frillish,water,ghost,Floating Pokémon,"['Water Absorb', 'Cursed Body', 'Damp']",50.0,190,5120,70,1.2,33.0,335,55,40,50,65,85,40,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
593,5,Jellicent,water,ghost,Floating Pokémon,"['Water Absorb', 'Cursed Body', 'Damp']",50.0,60,5120,70,2.2,135.0,480,100,60,70,85,105,60,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
594,5,Alomomola,water,,Caring Pokémon,"['Healer', 'Hydration', 'Regenerator']",50.0,75,10240,70,1.2,31.6,470,165,75,80,40,45,65,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
595,5,Joltik,bug,electric,Attaching Pokémon,"['Compoundeyes', 'Unnerve', 'Swarm']",50.0,190,5120,70,0.1,0.6,319,50,47,50,57,50,65,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
596,5,Galvantula,bug,electric,EleSpider Pokémon,"['Compoundeyes', 'Unnerve', 'Swarm']",50.0,75,5120,70,0.8,14.3,472,70,77,60,97,60,108,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
597,5,Ferroseed,grass,steel,Thorn Seed Pokémon,['Iron Barbs'],50.0,255,5120,70,0.6,18.8,305,44,50,91,24,86,10,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
598,5,Ferrothorn,grass,steel,Thorn Pod Pokémon,"['Iron Barbs', 'Anticipation']",50.0,90,5120,70,1.0,110.0,489,74,94,131,54,116,20,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
599,5,Klink,steel,,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",,130,5120,70,0.3,21.0,300,40,55,70,45,60,30,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
600,5,Klang,steel,,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",,60,5120,70,0.6,51.0,440,60,80,95,70,85,50,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
601,5,Klinklang,steel,,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",,30,5120,70,0.6,81.0,520,60,100,115,70,85,90,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
602,5,Tynamo,electric,,EleFish Pokémon,['Levitate'],50.0,190,5120,70,0.2,0.3,275,35,55,40,45,40,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
603,5,Eelektrik,electric,,EleFish Pokémon,['Levitate'],50.0,60,5120,70,1.2,22.0,405,65,85,70,75,70,40,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
604,5,Eelektross,electric,,EleFish Pokémon,['Levitate'],50.0,30,5120,70,2.1,80.5,515,85,115,80,105,80,50,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
605,5,Elgyem,psychic,,Cerebral Pokémon,"['Telepathy', 'Synchronize', 'Analytic']",50.0,255,5120,70,0.5,9.0,335,55,55,55,85,55,30,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
606,5,Beheeyem,psychic,,Cerebral Pokémon,"['Telepathy', 'Synchronize', 'Analytic']",50.0,90,5120,70,1.0,34.5,485,75,75,75,125,95,40,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
607,5,Litwick,ghost,fire,Candle Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",50.0,190,5120,70,0.3,3.1,275,50,30,55,65,55,20,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
608,5,Lampent,ghost,fire,Lamp Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",50.0,90,5120,70,0.6,13.0,370,60,40,60,95,60,55,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
609,5,Chandelure,ghost,fire,Luring Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",50.0,45,5120,70,1.0,34.3,520,60,55,90,145,90,80,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
610,5,Axew,dragon,,Tusk Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",50.0,75,10240,35,0.6,18.0,320,46,87,60,30,40,57,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
611,5,Fraxure,dragon,,Axe Jaw Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",50.0,60,10240,35,1.0,36.0,410,66,117,70,40,50,67,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
612,5,Haxorus,dragon,,Axe Jaw Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",50.0,45,10240,35,1.8,105.5,540,76,147,90,60,70,97,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
613,5,Cubchoo,ice,,Chill Pokémon,"['Snow Cloak', 'Slush Rush', 'Rattled']",50.0,120,5120,70,0.5,8.5,305,55,70,40,60,40,40,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
614,5,Beartic,ice,,Freezing Pokémon,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",50.0,60,5120,70,2.6,260.0,505,95,130,80,70,80,50,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
615,5,Cryogonal,ice,,Crystallizing Pokémon,['Levitate'],,25,6400,70,1.1,148.0,515,80,50,50,95,135,105,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
616,5,Shelmet,bug,,Snail Pokémon,"['Hydration', 'Shell Armor', 'Overcoat']",50.0,200,3840,70,0.4,7.7,305,50,40,85,40,65,25,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
617,5,Accelgor,bug,,Shell Out Pokémon,"['Hydration', 'Sticky Hold', 'Unburden']",50.0,75,3840,70,0.8,25.3,495,80,70,40,100,60,145,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
618,5,Stunfisk,ground,electric,Trap Pokémon,"['Static', 'Limber', 'Sand Veil']",50.0,75,5120,70,0.7,11.0,471,109,66,84,81,99,32,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
619,5,Mienfoo,fighting,,Martial Arts Pokémon,"['Inner Focus', 'Regenerator', 'Reckless']",50.0,180,6400,70,0.9,20.0,350,45,85,50,55,50,65,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
620,5,Mienshao,fighting,,Martial Arts Pokémon,"['Inner Focus', 'Regenerator', 'Reckless']",50.0,45,6400,70,1.4,35.5,510,65,125,60,95,60,105,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
621,5,Druddigon,dragon,,Cave Pokémon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",50.0,45,7680,70,1.6,139.0,485,77,120,90,60,90,48,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
622,5,Golett,ground,ghost,Automaton Pokémon,"['Iron Fist', 'Klutz', 'No Guard']",,190,6400,70,1.0,92.0,303,59,74,50,35,50,35,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
623,5,Golurk,ground,ghost,Automaton Pokémon,"['Iron Fist', 'Klutz', 'No Guard']",,90,6400,70,2.8,330.0,483,89,124,80,55,80,55,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
624,5,Pawniard,dark,steel,Sharp Blade Pokémon,"['Defiant', 'Inner Focus', 'Pressure']",50.0,120,5120,35,0.5,10.2,340,45,85,70,40,40,60,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
625,5,Bisharp,dark,steel,Sword Blade Pokémon,"['Defiant', 'Inner Focus', 'Pressure']",50.0,45,5120,35,1.6,70.0,490,65,125,100,60,70,70,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
626,5,Bouffalant,normal,,Bash Buffalo Pokémon,"['Reckless', 'Sap Sipper', 'Soundproof']",50.0,45,5120,70,1.6,94.6,490,95,110,95,40,95,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
627,5,Rufflet,normal,flying,Eaglet Pokémon,"['Keen Eye', 'Sheer Force', 'Hustle']",100.0,190,5120,70,0.5,10.5,350,70,83,50,37,50,60,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
628,5,Braviary,normal,flying,Valiant Pokémon,"['Keen Eye', 'Sheer Force', 'Defiant']",100.0,60,5120,70,1.5,41.0,510,100,123,75,57,75,80,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
629,5,Vullaby,dark,flying,Diapered Pokémon,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.0,190,5120,35,0.5,9.0,370,70,55,75,45,65,60,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
630,5,Mandibuzz,dark,flying,Bone Vulture Pokémon,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.0,60,5120,35,1.2,39.5,510,110,65,105,55,95,80,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
631,5,Heatmor,fire,,Anteater Pokémon,"['Gluttony', 'Flash Fire', 'White Smoke']",50.0,90,5120,70,1.4,58.0,484,85,97,66,105,66,65,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
